timestamp,theta_rad,gamma_rad,phi_rad,phi_rad/s,dgamma_radps,dphi_radps,gamma_deg
2.1361015,0.7069475650787354,3.0791718959808350,3.1415927410125732,0.0010908307740465,0.0000000000000000,-0.0000000000000000,176.4235382080078125
2.1507108,0.7069475650787354,3.0791718959808350,3.1415927410125732,0.0001360925380141,0.0040416838601232,-0.0019531250000000,176.4235382080078125
2.1564515,0.7069475650787354,3.0791718959808350,3.1415927410125732,-0.0001360925380141,-0.0029508527368307,-0.0019531250000000,176.4235382080078125
2.1667869,0.7069475650787354,3.0791718959808350,3.1415927410125732,-0.0010887063108385,-0.0021235339809209,0.0019531250000000,176.4235382080078125
2.1768122,0.7069475650787354,3.0791718959808350,3.1415927410125732,-0.0012247988488525,-0.0007110638543963,-0.0039062500000000,176.4235382080078125
2.1866643,0.7069475650787354,3.0791718959808350,3.1415927410125732,-0.0008165212348104,0.0048690023832023,-0.0000000000000000,176.4235382080078125
2.1966290,0.7069475650787354,3.0791718959808350,3.1415927410125732,-0.0000680462690070,-0.0031116725876927,-0.0000000000000000,176.4235382080078125
2.2067912,0.7069475650787354,3.0791718959808350,3.1415927410125732,-0.0008165212348104,0.0026873408351094,-0.0000000000000000,176.4235382080078125
2.2166445,0.7069475650787354,3.0791718959808350,3.1415927410125732,-0.0010887063108385,-0.0032143648713827,-0.0019531250000000,176.4235382080078125
2.2264705,0.7069475650787354,3.0791718959808350,3.1415927410125732,-0.0012247988488525,-0.0018018946284428,0.0019531250000000,176.4235382080078125
2.2364280,0.7069475650787354,3.0791718959808350,3.1415927410125732,-0.0010206600418314,0.0020789692644030,-0.0019531250000000,176.4235382080078125
2.2464771,0.7069475650787354,3.0791718959808350,3.1415927410125732,0.0012247988488525,0.0039835562929511,-0.0000000000000000,176.4235382080078125
2.2564831,0.7069475650787354,3.0791718959808350,3.1415927410125732,0.0000000000000000,0.0000000000000000,-0.0000000000000000,176.4235382080078125
2.2663138,0.7069475650787354,3.0791718959808350,3.1415927410125732,0.0001360925380141,0.0007691913051531,-0.0000000000000000,176.4235382080078125
2.2762873,0.7069475650787354,3.0791718959808350,3.1415927410125732,0.0023815515451133,0.0015829475596547,-0.0000000000000000,176.4235382080078125
2.2862945,0.7069475650787354,3.0791718959808350,3.1415927410125732,0.0021093664690852,-0.0032279274892062,0.0019531250000000,176.4235382080078125
2.2961171,0.7069475650787354,3.0791718959808350,3.1415927410125732,-0.0002041388215730,-0.0049716951325536,-0.0000000000000000,176.4235382080078125
