timestamp,gamma_rad,dgamma_radps,phi_rad,dphi_radps
9.5138826370, 2.6352720261, -1.2352943420, -1.7041238546, -0.2246093750
9.5238714218, 2.6332747936, -1.3062436581, -1.7041238546, -0.2246093750
9.5338821411, 2.6312732697, -1.1478974819, -1.6996479034, -0.1777343750
9.5437994003, 2.6293544769, -1.0062831640, -1.6996479034, -0.1777343750
9.5537862778, 2.6272373199, -1.0071238279, -1.6927975416, -0.1699218750
9.5637969971, 2.6250393391, -1.1450965405, -1.6927975416, -0.1699218750
9.5738039017, 2.6226506233, -1.3168711662, -1.6900024414, -0.2050781250
9.5837116241, 2.6200079918, -1.3966367245, -1.6900024414, -0.2050781250
9.5937070847, 2.6172323227, -1.3303189278, -1.6844441891, -0.2148437500
9.6037292480, 2.6142363548, -1.2475886345, -1.6844441891, -0.2148437500
9.6136245728, 2.6111869812, -1.2879011631, -1.6775317192, -0.2695312500
9.6236171722, 2.6081652641, -1.2579569817, -1.6775317192, -0.2695312500
9.6336202621, 2.6027610302, -1.1456842422, -1.6718311310, -0.2636718750
9.6435327530, 2.6002774239, -1.0214710236, -1.6718311310, -0.2636718750
9.6535425186, 2.5978949070, -0.9020373225, -1.6637719870, -0.2363281250
9.6635456085, 2.5959320068, -0.8816775084, -1.6637719870, -0.2363281250
9.6735095978, 2.5939912796, -0.8442672491, -1.6603224277, -0.1953125000
9.6834440231, 2.5924296379, -0.8006347418, -1.6603224277, -0.1953125000
9.6934509277, 2.5909311771, -0.7547139525, -1.6567358971, -0.1542968750
9.7034616470, 2.5896234512, -0.6732279062, -1.6567358971, -0.1542968750
9.7133579254, 2.5884268284, -0.5938934088, -1.6539632082, -0.1250000000
9.7233695984, 2.5872862339, -0.5569348931, -1.6539632082, -0.1250000000
9.7333717346, 2.5862729549, -0.5593232512, -1.6533795595, -0.1054687500
9.7433013916, 2.5854101181, -0.5609502196, -1.6533795595, -0.1054687500
9.7532873154, 2.5846595764, -0.5128620863, -1.6529396772, -0.0820312500
9.7632932663, 2.5842740536, -0.4149184823, -1.6529396772, -0.0820312500
9.7732830048, 2.5838961601, -0.2970004082, -1.6530444622, -0.0546875000
9.7831935883, 2.5836288929, -0.1960245520, -1.6530444622, -0.0546875000
9.7932052612, 2.5836925507, -0.1987858713, -1.6545863152, -0.0234375000
9.8031959534, 2.5838410854, -0.2095981538, -1.6545863152, -0.0234375000
9.8131170273, 2.5843775272, -0.1718458235, -1.6543911695, 0.0136718750
9.8231105804, 2.5851693153, -0.0864356160, -1.6543911695, 0.0136718750
9.8331232071, 2.5863502026, 0.0395752154, -1.6526560783, 0.0722656250
9.8430223465, 2.5877206326, 0.1356401742, -1.6526560783, 0.0722656250
9.8530216217, 2.5895907879, 0.2069237083, -1.6518204212, 0.1308593750
9.8630228043, 2.5917541981, 0.2447373569, -1.6518204212, 0.1308593750
9.8729438782, 2.5944719315, 0.2953598499, -1.6507700682, 0.2011718750
9.8829298019, 2.5976965427, 0.3777759671, -1.6507700682, 0.2011718750
9.8929309845, 2.6013963223, 0.5003797412, -1.6493681669, 0.2949218750
9.9029321671, 2.6056485176, 0.6324577332, -1.6493681669, 0.2949218750
9.9128561020, 2.6102421284, 0.7436115146, -1.6466462612, 0.4003906250
9.9228572845, 2.6151218414, 0.8318284750, -1.6466462612, 0.4003906250
9.9328594208, 2.6201777458, 0.9258151054, -1.6408153772, 0.4824218750
9.9428596497, 2.6254227161, 0.9622759223, -1.6408153772, 0.4824218750
9.9527626038, 2.6307992935, 1.1763390303, -1.6313234568, 0.5312500000
9.9627647400, 2.6363551617, 1.3926291466, -1.6313234568, 0.5312500000
9.9727735519, 2.6421704292, 1.4872624874, -1.6239594221, 0.5468750000
9.9826831818, 2.6482846737, 1.5284541845, -1.6239594221, 0.5468750000
9.9926805496, 2.6549289227, 1.6982896328, -1.6182417870, 0.5937500000
10.0026693344, 2.6617472172, 1.7127394676, -1.6182417870, 0.5937500000
10.0126380920, 2.6690132618, 1.7118883133, -1.6121332645, 0.6679687500
10.0226192474, 2.6764609814, 1.7505819798, -1.6121332645, 0.6679687500
10.0325889587, 2.6840336323, 1.4774039984, -1.6048223972, 0.7187500000
10.0425729752, 2.6919479370, 1.3597345352, -1.6048223972, 0.7187500000
10.0525331497, 2.7000386715, 1.3724529743, -1.5926100016, 0.7812500000
10.0625219345, 2.7084879875, 1.3388994932, -1.5926100016, 0.7812500000
10.0725202560, 2.7172672749, 1.1033309698, -1.5710251331, 0.8496093750
10.0825233459, 2.7263302803, 0.8891950846, -1.5710251331, 0.8496093750
10.0925216675, 2.7358307838, 1.0527058840, -1.5386608839, 0.9472656250
10.1025228500, 2.7459154129, 1.4351637363, -1.5386608839, 0.9472656250
10.1125240326, 2.7560472488, 1.4845167398, -1.5046571493, 0.9863281250
10.1225261688, 2.7661492825, 1.3296401501, -1.5046571493, 0.9863281250
10.1325273514, 2.7760848999, 1.2503364086, -1.4903378487, 0.9921875000
10.1425313950, 2.7860050201, 1.1976850033, -1.4903378487, 0.9921875000
10.1525382996, 2.7961049080, 1.1994749308, -1.4676935673, 1.0000000000
10.1625366211, 2.8062810898, 1.2371262312, -1.4676935673, 1.0000000000
10.1725358963, 2.8166444302, 1.2677994967, -1.4353992939, 1.0214843750
10.1825380325, 2.8273417950, 1.2792015076, -1.4353992939, 1.0214843750
10.1925401688, 2.8383808136, 1.2967462540, -1.3979351521, 1.0644531250
10.2025423050, 2.8497481346, 1.2965919971, -1.3979351521, 1.0644531250
10.2125453949, 2.8616611958, 1.3250514269, -1.3524535894, 1.1445312500
10.2225456238, 2.8739147186, 1.3669807911, -1.3524535894, 1.1445312500
10.2325496674, 2.8865911961, 1.4082970619, -1.2949397564, 1.2363281250
10.2425489426, 2.8996028900, 1.4621796608, -1.2949397564, 1.2363281250
10.2525739670, 2.9128539562, 1.5426108837, -1.2316358089, 1.3027343750
10.2625551224, 2.9264998436, 1.5762712955, -1.2316358089, 1.3027343750
10.2725543976, 2.9404680729, 1.6125849485, -1.1711546183, 1.3203125000
10.2825584412, 2.9546642303, 1.5949298143, -1.1711546183, 1.3203125000
10.2925567627, 2.9691119194, 1.6189060211, -1.1145484447, 1.3847656250
10.3025598526, 2.9839630127, 1.6210957766, -1.1145484447, 1.3847656250
10.3125600815, 2.9989111423, 1.6265792847, -1.0430535078, 1.4414062500
10.3225603104, 3.0137603283, 1.6053220034, -1.0430535078, 1.4414062500
10.3325653076, 3.0284311771, 1.5817388296, -0.9469046593, 1.4726562500
10.3425655365, 3.0431358814, 1.5684949160, -0.9469046593, 1.4726562500
10.3525695801, 3.0578434467, 1.5572167635, -0.8188394308, 1.4785156250
10.3625679016, 3.0725281239, 1.5484033823, -0.8188394308, 1.4785156250
10.3725700378, 3.0873599052, 1.5577529669, -0.6583207846, 1.4863281250
10.3825721741, 3.1022527218, 1.5502640009, -0.6583207846, 1.4863281250
10.3925724030, 3.1172103882, 1.5484364033, -0.4791368246, 1.4960937500
10.4025726318, 3.1320669651, 1.5397400856, -0.4791368246, 1.4960937500
10.4125728607, 3.1470053196, 1.5414543152, -0.2821829021, 1.5175781250
10.4225740433, 3.1618502140, 1.5413014889, -0.2821829021, 1.5175781250
10.4325742722, 3.1766948700, 1.5372650623, -0.0847901255, 1.5292968750
10.4426002502, 3.1913588047, 1.5360521078, -0.0847901255, 1.5292968750
10.4525756836, 3.2056744099, 1.5078068972, 0.0935290009, 1.5117187500
10.4625787735, 3.2197415829, 1.4796105623, 0.0935290009, 1.5117187500
10.4725780487, 3.2333946228, 1.4445952177, 0.2506860197, 1.4589843750
10.4827632904, 3.2466483116, 1.4058102369, 0.2506860197, 1.4589843750
10.4931335449, 3.2595150471, 1.3664797544, 0.3734762967, 1.3847656250
10.5034112930, 3.2722017765, 1.3399326801, 0.3734762967, 1.3847656250
10.5136928558, 3.2844262123, 1.3274326324, 0.4637151062, 1.3164062500
10.5238733292, 3.2964806557, 1.3347393274, 0.4637151062, 1.3164062500
10.5341434479, 3.3082673550, 1.3174755573, 0.5360507965, 1.2578125000
10.5425920486, 3.3201367855, 1.3614417315, 0.5360507965, 1.2578125000
10.5547018051, 3.3319158554, 1.4129250050, 0.5954673290, 1.2187500000
10.5649843216, 3.3432359695, 1.4138282537, 0.5954673290, 1.2187500000
10.5752582550, 3.3542203903, 1.4080748558, 0.6539426446, 1.1914062500
10.5852260590, 3.3650324345, 1.3958539963, 0.6539426446, 1.1914062500
10.5952138901, 3.3755912781, 1.2978129387, 0.7281573415, 1.1269531250
10.6052236557, 3.3860149384, 1.2405447960, 0.7281573415, 1.1269531250
10.6152172089, 3.3962640762, 1.2276405096, 0.7621262074, 1.0566406250
10.6252298355, 3.4062781334, 1.2293922901, 0.7621262074, 1.0566406250
10.6352224350, 3.4161043167, 1.1799011230, 0.7949634194, 1.0136718750
10.6440849304, 3.4260025024, 1.2132426500, 0.7949634194, 1.0136718750
10.6552639008, 3.4361357689, 1.2706205845, 0.8229739666, 1.0312500000
10.6652488708, 3.4464473724, 1.2861204147, 0.8229739666, 1.0312500000
10.6751670837, 3.4568130970, 1.3219655752, 0.8549082875, 1.0429687500
10.6851701736, 3.4670784473, 1.3576998711, 0.8549082875, 1.0429687500
10.6951837540, 3.4770138264, 1.3087826967, 0.8906118274, 1.0058593750
10.7050952911, 3.4865663052, 1.2218265533, 0.8906118274, 1.0058593750
10.7150878906, 3.4957895279, 1.1614347696, 0.9199451208, 0.9433593750
10.7250843048, 3.5048170090, 1.2136061192, 0.9199451208, 0.9433593750
10.7350015640, 3.5133984089, 1.2223521471, 0.9442926049, 0.8769531250
10.7449989319, 3.5215125084, 1.3155243397, 0.9442926049, 0.8769531250
10.7550010681, 3.5294175148, 1.3549739122, 0.9691224098, 0.7968750000
10.7649259567, 3.5369927883, 1.3909671307, 0.9691224098, 0.7968750000
10.7749013901, 3.5445148945, 1.2920234203, 0.9951310158, 0.7500000000
10.7849311829, 3.5517971516, 1.1557122469, 0.9951310158, 0.7500000000
10.7949104309, 3.5589385033, 1.0745744705, 1.0156360865, 0.7207031250
10.8048419952, 3.5660202503, 0.9612339139, 1.0156360865, 0.7207031250
10.8148317337, 3.5727844238, 0.8866773844, 1.0319139957, 0.6855468750
10.8248329163, 3.5793368816, 0.9015709162, 1.0319139957, 0.6855468750
10.8348226547, 3.5855729580, 0.8497970104, 1.0460143089, 0.6328125000
10.8447561264, 3.5910668373, 0.8495427966, 1.0460143089, 0.6328125000
10.8547449112, 3.5967819691, 0.7791438699, 1.0598108768, 0.5703125000
10.8646621704, 3.6020622253, 0.6498358250, 1.0598108768, 0.5703125000
10.8746576309, 3.6071734428, 0.5451495647, 1.0704923868, 0.5117187500
10.8846759796, 3.6121053696, 0.5255088210, 1.0704923868, 0.5117187500
10.8946599960, 3.6166419983, 0.4044345021, 1.0792050362, 0.4628906250
10.9045848846, 3.6210043430, 0.2668053210, 1.0792050362, 0.4628906250
10.9145603180, 3.6250123978, 0.0464861691, 1.0849937201, 0.4062500000
10.9245672226, 3.6287655830, 0.0573822260, 1.0849937201, 0.4062500000
10.9345645905, 3.6323149204, 0.0510672331, 1.0892181396, 0.3515625000
10.9444885254, 3.6353862286, -0.0231542587, 1.0892181396, 0.3515625000
10.9544906616, 3.6380112171, -0.0808586180, 1.0925505161, 0.2890625000
10.9644041061, 3.6402132511, -0.2055422217, 1.0925505161, 0.2890625000
10.9744033813, 3.6418445110, -0.1999485791, 1.0937961340, 0.1972656250
10.9844055176, 3.6430532932, -0.1940844208, 1.0937961340, 0.1972656250
10.9944086075, 3.6436350346, -0.2935789824, 1.0939842463, 0.0898437500
11.0043210983, 3.6437141895, -0.4575832784, 1.0939842463, 0.0898437500
11.0143098831, 3.6434402466, -0.5645468831, 1.0914785862, 0.0019531250
11.0243244171, 3.6427145004, -0.6999573708, 1.0914785862, 0.0019531250
11.0342340469, 3.6417856216, -0.6443147063, 1.0871347189, -0.0683593750
11.0442295074, 3.6405148506, -0.5991556048, 1.0871347189, -0.0683593750
11.0542383194, 3.6388721466, -0.6478852630, 1.0832965374, -0.1210937500
11.0642337799, 3.6368315220, -0.6589573622, 1.0832965374, -0.1210937500
11.0741500854, 3.6348490715, -0.7787474990, 1.0786441565, -0.1894531250
11.0841398239, 3.6325762272, -0.9510707855, 1.0786441565, -0.1894531250
11.0941400528, 3.6301259995, -1.0702440739, 1.0707504749, -0.2246093750
11.1040582657, 3.6273837090, -0.9860212803, 1.0707504749, -0.2246093750
11.1140642166, 3.6244430542, -0.9749062061, 1.0619951487, -0.2871093750
11.1240587234, 3.6213593483, -0.9583089352, 1.0619951487, -0.2871093750
11.1339740753, 3.6180593967, -0.9165315628, 1.0536675453, -0.3125000000
11.1439676285, 3.6146509647, -0.8005954623, 1.0536675453, -0.3125000000
11.1539707184, 3.6112592220, -0.7466955185, 1.0465201139, -0.3457031250
11.1639823914, 3.6076898575, -0.8157842159, 1.0465201139, -0.3457031250
11.1738853455, 3.6036336422, -0.6526778936, 1.0394314528, -0.3828125000
11.1838865280, 3.5948088169, -0.5352439284, 1.0394314528, -0.3828125000
11.1938953400, 3.5902614594, -0.6860269308, 1.0332781076, -0.4257812500
11.2038164139, 3.5855295658, -0.7017939091, 1.0332781076, -0.4257812500
11.2138004303, 3.5804522038, -0.6336656213, 1.0245016813, -0.4628906250
11.2237997055, 3.5751075745, -0.5482248068, 1.0245016813, -0.4628906250
11.2338008881, 3.5692179203, -0.3569102287, 1.0153898001, -0.5253906250
11.2437067032, 3.5630629063, -0.2671939135, 1.0153898001, -0.5253906250
11.2537136078, 3.5566496849, -0.2240799963, 1.0084699392, -0.5957031250
11.2637138367, 3.5498166084, -0.2319006026, 1.0084699392, -0.5957031250
11.2736215591, 3.5428063869, -0.3299027085, 1.0013856888, -0.6445312500
11.2836322784, 3.5359544754, -0.4098387063, 1.0013856888, -0.6445312500
11.2936315536, 3.5290150642, -0.5402367115, 0.9920347333, -0.6816406250
11.3035583496, 3.5220289230, -0.6943076849, 0.9920347333, -0.6816406250
11.3135480881, 3.5149261951, -0.7475628257, 0.9771585464, -0.6875000000
11.3235626221, 3.5078575611, -0.7507412434, 0.9771585464, -0.6875000000
11.3335075378, 3.5007884502, -0.7764967084, 0.9620355368, -0.7031250000
11.3434505463, 3.4936444759, -0.7905586362, 0.9620355368, -0.7031250000
11.3534536362, 3.4866845608, -0.8651519418, 0.9458515048, -0.6914062500
11.3634605408, 3.4798903465, -0.8737206459, 0.9458515048, -0.6914062500
11.3733768463, 3.4732780457, -0.8501688242, 0.9296536446, -0.6875000000
11.3833703995, 3.4667625427, -0.8770318627, 0.9296536446, -0.6875000000
11.3933715820, 3.4601731300, -0.8760588169, 0.9134696722, -0.6679687500
11.4032821655, 3.4536116123, -0.9177573919, 0.9134696722, -0.6679687500
11.4132928848, 3.4469513893, -0.9165246487, 0.8964071870, -0.6562500000
11.4232864380, 3.4402747154, -0.9065535665, 0.8964071870, -0.6562500000
11.4332504272, 3.4336628914, -0.8794149160, 0.8775053024, -0.6679687500
11.4432077408, 3.4269793034, -0.8245403767, 0.8775053024, -0.6679687500
11.4531936646, 3.4201817513, -0.8063881397, 0.8582256436, -0.6660156250
11.4632043839, 3.4131445885, -0.7687213421, 0.8582256436, -0.6660156250
11.4731197357, 3.4060752392, -0.7699364424, 0.8399454355, -0.6835937500
11.4831237793, 3.3987553120, -0.7684338093, 0.8399454355, -0.6835937500
11.4931259155, 3.3912706375, -0.7952193618, 0.8201583028, -0.7109375000
11.5031280518, 3.3835537434, -0.8337438107, 0.8201583028, -0.7109375000
11.5130243301, 3.3757624626, -0.8640605211, 0.8001528978, -0.7519531250
11.5230255127, 3.3677144051, -0.9113340378, 0.8001528978, -0.7519531250
11.5330257416, 3.3595037460, -0.9281398654, 0.7743904591, -0.7832031250
11.5429410934, 3.3512818813, -0.9422451258, 0.7743904591, -0.7832031250
11.5529441833, 3.3428697586, -0.9215565324, 0.7439085841, -0.8203125000
11.5629196167, 3.3346011639, -0.8871219754, 0.7439085841, -0.8203125000
11.5728902817, 3.3262424469, -0.8596219420, 0.7106469870, -0.8378906250
11.5828714371, 3.3178811073, -0.8280929923, 0.7106469870, -0.8378906250
11.5928411484, 3.3094568253, -0.8366711736, 0.6767098904, -0.8398437500
11.6028118134, 3.3011202812, -0.8382548690, 0.6767098904, -0.8398437500
11.6127815247, 3.2926993370, -0.8501687050, 0.6400166750, -0.8378906250
11.6227817535, 3.2841639519, -0.8464118242, 0.6400166750, -0.8378906250
11.6327829361, 3.2755472660, -0.8462825418, 0.5980023742, -0.8417968750
11.6427850723, 3.2667798996, -0.8549769521, 0.5980023742, -0.8417968750
11.6527881622, 3.2579205036, -0.8712325096, 0.5532251000, -0.8691406250
11.6627893448, 3.2488126755, -0.8838151097, 0.5532251000, -0.8691406250
11.6727905273, 3.2396085262, -0.9063394666, 0.4999978840, -0.8808593750
11.6827974319, 3.2299942970, -0.9457691312, 0.4999978840, -0.8808593750
11.6927957535, 3.2201507092, -0.9945353270, 0.4387106001, -0.9296875000
11.7027959824, 3.2098946571, -1.0471078157, 0.4387106001, -0.9296875000
11.7127962112, 3.1994807720, -1.0454320908, 0.3609333634, -0.9707031250
11.7227993011, 3.1892266273, -1.0357973576, 0.3609333634, -0.9707031250
11.7328062057, 3.1791474819, -1.0219104290, 0.2598384023, -1.0292968750
11.7428007126, 3.1689662933, -1.0074090958, 0.2598384023, -1.0292968750
11.7528038025, 3.1589324474, -0.9734228849, 0.1461562961, -1.0039062500
11.7628068924, 3.1495795250, -0.9326715469, 0.1461562961, -1.0039062500
11.7728080750, 3.1403765678, -0.8981423378, 0.0258128699, -0.9902343750
11.7828102112, 3.1316094398, -0.8832265139, 0.0258128699, -0.9902343750
11.7928123474, 3.1226606369, -0.8676741123, -0.0890471414, -0.9101562500
11.8028135300, 3.1139662266, -0.8650274277, -0.0890471414, -0.9101562500
11.8128175735, 3.1051952839, -0.8676384687, -0.2519012988, -0.8632812500
11.8228197098, 3.0965034962, -0.8680514097, -0.2519012988, -0.8632812500
11.8328218460, 3.0879921913, -0.8437861204, -0.3589597940, -0.8476562500
11.8428258896, 3.0797338486, -0.8419305682, -0.3589597940, -0.8476562500
11.8528261185, 3.0715434551, -0.8309985399, -0.4562806487, -0.8066406250
11.8628282547, 3.0635197163, -0.8172678947, -0.4562806487, -0.8066406250
11.8728294373, 3.0559241772, -0.7801885605, -0.5006859899, -0.7871093750
11.8828296661, 3.0484900475, -0.7734072208, -0.5006859899, -0.7871093750
11.8928327560, 3.0409524441, -0.7780823708, -0.6236464381, -0.7402343750
11.9028329849, 3.0335049629, -0.7897830606, -0.6236464381, -0.7402343750
11.9128704071, 3.0258946419, -0.7957352400, -0.7013084292, -0.7558593750
11.9228363037, 3.0180275440, -0.8235756159, -0.7013084292, -0.7558593750
11.9328346252, 3.0099987984, -0.8535961509, -0.7789272666, -0.7792968750
11.9428358078, 3.0017933846, -0.8798739314, -0.7789272666, -0.7792968750
11.9528379440, 2.9936757088, -0.8799129128, -0.8453585505, -0.7910156250
11.9628381729, 2.9854567051, -0.8864632845, -0.8453585505, -0.7910156250
11.9728422165, 2.9773190022, -0.8848689795, -0.8978918791, -0.7890625000
11.9828443527, 2.9689955711, -0.9014462233, -0.8978918791, -0.7890625000
11.9928474426, 2.9607450962, -0.9096460938, -0.9487190247, -0.8105468750
12.0028810501, 2.9524819851, -0.9197998643, -0.9487190247, -0.8105468750
12.0128498077, 2.9443905354, -0.9009817839, -0.9962109327, -0.8007812500
12.0228500366, 2.9363622665, -0.9024554491, -0.9962109327, -0.8007812500
12.0328512192, 2.9285161495, -0.8940922022, -1.0408843756, -0.7949218750
12.0428524017, 2.9206373692, -0.8988906145, -1.0408843756, -0.7949218750
12.0531311035, 2.9131097794, -0.8889641762, -1.0832862854, -0.7597656250
12.0634040833, 2.9057338238, -0.8809753656, -1.0832862854, -0.7597656250
12.0736780167, 2.8988027573, -0.8470033407, -1.1187683344, -0.7109375000
12.0839719772, 2.8922846317, -0.8235604763, -1.1187683344, -0.7109375000
12.0941495895, 2.8862009048, -0.7609332204, -1.1459628344, -0.6289062500
12.1028642654, 2.8810064793, -0.6867752075, -1.1459628344, -0.6289062500
12.1128673553, 2.8765137196, -0.5961686969, -1.1670061350, -0.5136718750
12.1228666306, 2.8729104996, -0.4882737696, -1.1670061350, -0.5136718750
12.1328697205, 2.8703022003, -0.3853724003, -1.1812460423, -0.3535156250
12.1428718567, 2.8688232899, -0.2684184015, -1.1812460423, -0.3535156250
12.1555080414, 2.8686075211, -0.1203848198, -1.1854318380, -0.1679687500
12.1654968262, 2.8690958023, 0.0237111226, -1.1854318380, -0.1679687500
12.1754770279, 2.8707671165, 0.1799189299, -1.1807235479, 0.0371093750
12.1855049133, 2.8737564087, 0.3405486643, -1.1807235479, 0.0371093750
12.1933498383, 2.8782646656, 0.5059914589, -1.1690175533, 0.2851562500
12.2034235001, 2.8842663765, 0.6543970108, -1.1690175533, 0.2851562500
12.2155237198, 2.8912513256, 0.7808799744, -1.1427633762, 0.5468750000
12.2255373001, 2.8990354538, 0.9131073952, -1.1427633762, 0.5468750000
12.2352800369, 2.9077227116, 1.0196714401, -1.1024895906, 0.7656250000
12.2455282211, 2.9171082973, 1.0821826458, -1.1024895906, 0.7656250000
12.2554512024, 2.9273109436, 1.2156754732, -1.0572525263, 0.9023437500
12.2654561996, 2.9383771420, 1.2829709053, -1.0572525263, 0.9023437500
12.2754430771, 2.9500367641, 1.3486239910, -1.0150413513, 1.0273437500
12.2853498459, 2.9620995522, 1.3758997917, -1.0150413513, 1.0273437500
12.2953567505, 2.9749348164, 1.4286795855, -0.9676476121, 1.1542968750
12.3053522110, 2.9880244732, 1.4565731287, -0.9676476121, 1.1542968750
12.3153095245, 3.0015206337, 1.4888892174, -0.8953843713, 1.2753906250
12.3252696991, 3.0154504776, 1.5104664564, -0.8953843713, 1.2753906250
12.3352661133, 3.0296111107, 1.5448055267, -0.7487717867, 1.3847656250
12.3451919556, 3.0440080166, 1.5296976566, -0.7487717867, 1.3847656250
12.3551769257, 3.0584690571, 1.5267755985, -0.6298646331, 1.4062500000
12.3651924133, 3.0728273392, 1.5024893284, -0.6298646331, 1.4062500000
12.3751897812, 3.0872583389, 1.5023944378, -0.5648489594, 1.4042968750
12.3851022720, 3.1016132832, 1.4883970022, -0.5648489594, 1.4042968750
12.3950948715, 3.1156964302, 1.4674184322, -0.4226738811, 1.4160156250
12.4051055908, 3.1297888756, 1.4373840094, -0.4226738811, 1.4160156250
12.4150085449, 3.1436018944, 1.4236819744, -0.1925998628, 1.3593750000
12.4250078201, 3.1574816704, 1.3984774351, -0.1925998628, 1.3593750000
12.4350099564, 3.1713511944, 1.4007897377, -0.0411018282, 1.3632812500
12.4449996948, 3.1850292683, 1.3730798960, -0.0411018282, 1.3632812500
12.4549341202, 3.1986088753, 1.3546502590, 0.1053243801, 1.3281250000
12.4649229050, 3.2119238377, 1.3153569698, 0.1053243801, 1.3281250000
12.4749021530, 3.2249131203, 1.2791506052, 0.2406321764, 1.2871093750
12.4848279953, 3.2376649380, 1.2332984209, 0.2406321764, 1.2871093750
12.4948310852, 3.2500913143, 1.2086964846, 0.3522298336, 1.2558593750
12.5048274994, 3.2625086308, 1.1667859554, 0.3522298336, 1.2558593750
12.5147590637, 3.2745709419, 1.1445693970, 0.3998782933, 1.2343750000
12.5247583389, 3.2864382267, 1.1255978346, 0.3998782933, 1.2343750000
12.5347537994, 3.2981433868, 1.1134737730, 0.5265756845, 1.1699218750
12.5447416306, 3.3093209267, 1.0430085659, 0.5265756845, 1.1699218750
12.5546636581, 3.3200588226, 1.0083894730, 0.5953535438, 1.0644531250
12.5646677017, 3.3300678730, 0.9634652734, 0.5953535438, 1.0644531250
12.5746717453, 3.3390388489, 0.8823482394, 0.6536146402, 0.9101562500
12.5845813751, 3.3470797539, 0.7878516316, 0.6536146402, 0.9101562500
12.5945796967, 3.3542761803, 0.7082726955, 0.6964396238, 0.7246093750
12.6045703888, 3.3603219986, 0.5971767306, 0.6964396238, 0.7246093750
12.6145868301, 3.3653266430, 0.5112507343, 0.7264592052, 0.5097656250
12.6244878769, 3.3691825867, 0.4251154065, 0.7264592052, 0.5097656250
12.6344947815, 3.3720798492, 0.3163429499, 0.7477086782, 0.2871093750
12.6444931030, 3.3738145828, 0.1744261682, 0.7477086782, 0.2871093750
12.6544094086, 3.3740684986, 0.0586905032, 0.7567008138, 0.0839843750
12.6644115448, 3.3732848167, -0.0698947608, 0.7567008138, 0.0839843750
12.6744194031, 3.3715317249, -0.1643974930, 0.7567757368, -0.1425781250
12.6844215393, 3.3689050674, -0.2561517954, 0.7567757368, -0.1425781250
12.6943435669, 3.3655917645, -0.3487446904, 0.7513295412, -0.3085937500
12.7043361664, 3.3615279198, -0.4372975528, 0.7513295412, -0.3085937500
12.7143220901, 3.3570318222, -0.5086339116, 0.7380468249, -0.4238281250
12.7243204117, 3.3519256115, -0.5223897099, 0.7380468249, -0.4238281250
12.7342443466, 3.3465523720, -0.5510627031, 0.7171286941, -0.5292968750
12.7442445755, 3.3404364586, -0.5801426768, 0.7171286941, -0.5292968750
12.7542600632, 3.3337819576, -0.6067987084, 0.6944952607, -0.6640625000
12.7641620636, 3.3189849854, -0.6670691967, 0.6944952607, -0.6640625000
12.7741565704, 3.3189849854, -0.7154292464, 0.6658825278, -0.7500000000
12.7841520309, 3.3017566204, -0.7862489223, 0.6658825278, -0.7500000000
12.7941160202, 3.2925145626, -0.8506607413, 0.6219930649, -0.8750000000
12.8040657043, 3.2829372883, -0.8839750886, 0.6219930649, -0.8750000000
12.8140659332, 3.2728283405, -0.8957146406, 0.5624232888, -0.9277343750
12.8240776062, 3.2623765469, -0.9755809903, 0.5624232888, -0.9277343750
12.8339862823, 3.2515914440, -1.0169688463, 0.4917922616, -1.0292968750
12.8439855576, 3.2407414913, -1.0624222755, 0.4917922616, -1.0292968750
12.8539981842, 3.2298409939, -1.1026479006, 0.4047547877, -1.0722656250
12.8639059067, 3.2186896801, -1.1453552246, 0.4047547877, -1.0722656250
12.8739042282, 3.2075581551, -1.1798418760, 0.3041089177, -1.0996093750
12.8839035034, 3.1964240074, -1.1955423355, 0.3041089177, -1.0996093750
12.8939027786, 3.1854600906, -1.1873866320, 0.1908181310, -1.0996093750
12.9038181305, 3.1746888161, -1.1683375835, 0.1908181310, -1.0996093750
12.9138202667, 3.1639969349, -1.1496565342, 0.0706530809, -1.0683593750
12.9238080978, 3.1533725262, -1.1326264143, 0.0706530809, -1.0683593750
12.9338083267, 3.1428244114, -1.1066598892, -0.0510944352, -1.0507812500
12.9437322617, 3.1324539185, -1.0926984549, -0.0510944352, -1.0507812500
12.9537220001, 3.1218931675, -1.0734106302, -0.1696246266, -1.0234375000
12.9637289047, 3.1114933491, -1.0754067898, -0.1696246266, -1.0234375000
12.9736461639, 3.1009004116, -1.0793727636, -0.2825389802, -1.0332031250
12.9836387634, 3.0904684067, -1.0815001726, -0.2825389802, -1.0332031250
12.9936513901, 3.0800318718, -1.0730259418, -0.3923155069, -1.0292968750
13.0036411285, 3.0696601868, -1.0731601715, -0.3923155069, -1.0292968750
13.0135641098, 3.0591630936, -1.0689015388, -0.4939600229, -1.0273437500
13.0235500336, 3.0488545895, -1.0773482323, -0.4939600229, -1.0273437500
13.0335502625, 3.0383536816, -1.0700914860, -0.5858847499, -1.0156250000
13.0434617996, 3.0280263424, -1.0766947269, -0.5858847499, -1.0156250000
13.0534639359, 3.0177595615, -1.0692067146, -0.6692636609, -0.9960937500
13.0634660721, 3.0074596405, -1.0802509785, -0.6692636609, -0.9960937500
13.0734672546, 2.9969539642, -1.0864729881, -0.7417995334, -1.0019531250
13.0833883286, 2.9866127968, -1.1056180000, -0.7417995334, -1.0019531250
