time_sec,gamma_rad,dgamma_radps
13.4353876114, 3.0973711014, -0.0022719684
13.4453983307, 3.0973711014, 0.0009752550
13.4554138184, 3.0973711014, 0.0010908308
13.4653930664, 3.0973711014, 0.0010456773
13.4753999710, 3.0973711014, 0.0032923769
13.4853982925, 3.0973711014, -0.0020408169
13.4954242706, 3.0973711014, -0.0029961872
13.5054101944, 3.0973711014, -0.0010204085
13.5154342651, 3.0973711014, -0.0000704223
13.5254192352, 3.0973711014, -0.0019252414
13.5354127884, 3.0973711014, -0.0031063792
13.5454101562, 3.0973711014, -0.0021112394
13.5554275513, 3.0973711014, 0.0000053842
13.5654172897, 3.0973711014, -0.0029004961
13.5754890442, 3.0973711014, 0.0010456773
13.5855617523, 3.0973711014, -0.0012967135
13.5954236984, 3.0973711014, 0.0031569165
13.6055974960, 3.0973711014, 0.0001408446
13.6156873703, 3.0973711014, -0.0000903070
13.6257553101, 3.0973711014, -0.0032219547
13.6358280182, 3.0973711014, -0.0012515599
13.6458883286, 3.0973711014, -0.0021311240
13.6558704376, 3.0973711014, 0.0019252414
13.6659374237, 3.0973711014, 0.0009301015
13.6760215759, 3.0973711014, 0.0032020700
13.6860961914, 3.0973711014, 0.0032671082
13.6956577301, 3.0973711014, 0.0020660858
13.7061262131, 3.0973711014, -0.0011359842
13.7161979675, 3.0973711014, -0.0010908308
13.7261896133, 3.0973711014, 0.0000198847
13.7362565994, 3.0973711014, 0.0009048327
13.7463302612, 3.0973711014, 0.0010655620
13.7563066483, 3.0973711014, 0.0030413407
13.7663707733, 3.0973711014, -0.0042224787
13.7764463425, 3.0973711014, 0.0042224787
13.7865076065, 3.0973711014, 0.0041267872
13.7960987091, 3.0973711014, -0.0022268151
13.8065710068, 3.0973711014, -0.0040816339
13.8166370392, 3.0973711014, -0.0010005238
13.8266410828, 3.0973711014, 0.0010655620
13.8367013931, 3.0973711014, 0.0052627716
13.8467416763, 3.0973711014, -0.0062127584
13.8568201065, 3.0973711014, -0.0042929007
13.8669147491, 3.0973711014, -0.0021112394
13.8768615723, 3.0973711014, 0.0072638192
13.8869562149, 3.0973711014, -0.0021365080
13.8966131210, 3.0973711014, -0.0011359842
13.9069843292, 3.0973711014, 0.0000451535
13.9170417786, 3.0973711014, 0.0011359842
13.9271268845, 3.0973711014, -0.0019505100
13.9371051788, 3.0973711014, 0.0041520563
13.9471626282, 3.0973711014, -0.0010005238
13.9572458267, 3.0973711014, -0.0052176183
13.9672117233, 3.0973711014, -0.0009247176
13.9772195816, 3.0973711014, -0.0063084490
13.9871540070, 3.0973711014, -0.0031768011
13.9969463348, 3.0973711014, 0.0000956911
14.0070447922, 3.0973711014, -0.0009048327
14.0172481537, 3.0973711014, 0.0010908308
14.0272512436, 3.0973711014, -0.0022719684
14.0372581482, 3.0973711014, -0.0033627995
14.0472116470, 3.0973711014, 0.0011612531
14.0571899414, 3.0973711014, 0.0029709185
14.0672178268, 3.0973711014, 0.0051724645
14.0771932602, 3.0973711014, 0.0049611982
14.0871362686, 3.0973711014, 0.0021563927
14.0971679688, 3.0973711014, -0.0001408446
14.1071500778, 3.0973711014, 0.0009247176
14.1171045303, 3.0973711014, 0.0020660858
14.1270895004, 3.0973711014, 0.0030612256
14.1371002197, 3.0973711014, 0.0020209323
14.1470546722, 3.0973711014, 0.0009048327
14.1570320129, 3.0973711014, 0.0032671082
14.1670303345, 3.0973711014, -0.0020155483
14.1770105362, 3.0973711014, -0.0041267872
14.1869897842, 3.0973711014, -0.0012316755
14.1969881058, 3.0973711014, 0.0020209323
14.2069950104, 3.0973711014, -0.0010456773
14.2169628143, 3.0973711014, 0.0010908308
14.2269268036, 3.0973711014, -0.0010908308
14.2369499207, 3.0973711014, -0.0020408169
14.2468938828, 3.0973711014, -0.0000704223
14.2568883896, 3.0973711014, 0.0031569165
14.2668828964, 3.0973711014, -0.0071482435
14.2768802643, 3.0973711014, -0.0022015462
14.2868404388, 3.0973711014, 0.0019703950
14.2968215942, 3.0973711014, 0.0011359842
14.3068265915, 3.0973711014, -0.0000704223
14.3167781830, 3.0973711014, 0.0009752550
14.3267717361, 3.0973711014, -0.0021563927
14.3367700577, 3.0973711014, 0.0000000000
14.3467264175, 3.0973711014, -0.0010655620
14.3567123413, 3.0973711014, -0.0010456773
14.3667116165, 3.0973711014, 0.0020660858
14.3767156601, 3.0973711014, 0.0031515327
14.3866586685, 3.0973711014, -0.0020209323
14.3966560364, 3.0973711014, 0.0010908308
14.4066495895, 3.0973711014, 0.0009048327
14.4166402817, 3.0973711014, 0.0010655620
14.4266033173, 3.0973711014, 0.0030160721
14.4366083145, 3.0973711014, 0.0010204085
14.4466190338, 3.0973711014, -0.0011359842
14.4565505981, 3.0973711014, 0.0030864943
14.4665422440, 3.0973711014, 0.0000704223
14.4765901566, 3.0973711014, -0.0051471954
14.4865379333, 3.0973711014, 0.0002058828
14.4965257645, 3.0973711014, 0.0001155757
14.5065174103, 3.0973711014, 0.0010204085
14.5165290833, 3.0973711014, 0.0020859705
14.5264825821, 3.0973711014, -0.0042676320
14.5364665985, 3.0973711014, 0.0000451535
14.5464658737, 3.0973711014, 0.0041773249
14.5564279556, 3.0973711014, 0.0009951396
14.5664138794, 3.0973711014, -0.0022015462
14.5764093399, 3.0973711014, 0.0032020700
14.5864219666, 3.0973711014, -0.0032020700
14.5963697433, 3.0973711014, -0.0030864943
14.6063537598, 3.0973711014, -0.0041520563
14.6163692474, 3.0973711014, -0.0012010224
14.6263122559, 3.0973711014, 0.0009048327
14.6363220215, 3.0973711014, -0.0019956634
14.6463041306, 3.0973711014, -0.0011359842
14.6563234329, 3.0973711014, 0.0031316476
14.6662502289, 3.0973711014, -0.0041972101
14.6762599945, 3.0973711014, -0.0012515599
14.6862573624, 3.0973711014, -0.0041069030
14.6961898804, 3.0973711014, 0.0030864943
14.7062015533, 3.0973711014, 0.0032472236
14.7162055969, 3.0973711014, 0.0020859705
14.7261667252, 3.0973711014, -0.0010908308
14.7361373901, 3.0973711014, -0.0031316476
14.7461481094, 3.0973711014, -0.0000650382
14.7561397552, 3.0973711014, -0.0009752550
14.7660789490, 3.0973711014, 0.0019252414
14.7761192322, 3.0973711014, -0.0010204085
14.7860898972, 3.0973711014, -0.0021112394
14.7960309982, 3.0973711014, 0.0019956634
14.8060331345, 3.0973711014, 0.0010456773
14.8160276413, 3.0973711014, 0.0061729886
14.8260478973, 3.0973711014, -0.0009951396
14.8360118866, 3.0973711014, 0.0041773249
